	668	813	1596	627	767	703	624	701	673etoh	626	704	457	686	682	673ctrl	300
bin.10	0.0	0.0	0.0	1.13314447592068e-05	0.0	1.13314447592068e-05	0.00046458923512747875	1.13314447592068e-05	0.0	0.0	0.0	1.13314447592068e-05	0.0001473087818696884	0.0002946175637393768	0.0	0.0
bin.102	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
bin.104	0.0	4.218637942429654e-05	0.0	0.015285531478070115	0.0	1.4062126474765514e-05	0.06763882834362213	1.4062126474765514e-05	0.0	0.328575647209371	0.0	0.0	0.0	0.0	0.0	0.0
bin.105	3.073424101791806e-05	0.0	0.0	0.0013369394842794357	0.0	0.0	0.0019208900636198789	7.683560254479515e-05	0.0	0.0015367120508959031	4.610136152687709e-05	0.0	0.0	0.0	0.002428005040415527	1.536712050895903e-05
bin.111	0.0	0.0007431051662697809	0.0	0.0006586613973754877	0.0	0.0	3.3777507557717317e-05	0.0	0.0002026650453463039	0.00010133252267315195	0.0	0.0	0.0	0.0	0.0	0.0
bin.112	0.0	0.0	0.00024756151903748084	0.016586621775511214	0.0	4.9512303807496165e-05	0.005149279595979601	0.0	0.0	0.006981234836856959	0.0009407337723424271	0.0	0.0	0.0	0.0005446353418824578	0.0
bin.117	0.0003696857670979667	0.0	0.0007393715341959334	0.46395563770794823	0.0	0.0003696857670979667	0.24731977818853973	0.5955637707948244	3.4181146025878	0.09020332717190388	0.0003696857670979667	0.0	0.0	0.0014787430683918669	0.07245841035120149	0.0
bin.135	0.0	0.010825832676593802	0.0	8.75652706919039e-05	0.0	4.608698457468626e-06	0.0	0.02013079486222296	0.04311898276807647	0.0	0.0	5.530438148962351e-05	1.8434793829874505e-05	2.3043492287343132e-05	0.0	1.3826095372405878e-05
bin.15	0.005672538241337525	0.0016683936003933897	0.00014049630319102227	0.0004741750232697002	0.0	0.0005268611369663336	0.0006849194780562337	0.046820393038408174	0.11691048629282942	0.0030031084807081014	0.0021952547373597234	0.00029855464428092237	0.0	0.0	0.051913384029082736	0.0011064083876293005
bin.158	0.0	0.0	0.0	0.0005106892543936886	0.0	0.0	0.00029936956292043814	0.0	0.00024653964005212555	0.00035219948578875073	0.0	0.0	0.0	0.0	0.0	0.0
bin.160	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001993717754666927	0.0	0.0	0.0	0.0
bin.165	2.5879247431484692e-05	0.049118811624957945	0.0	0.00020703397945187753	0.0	0.0	0.0	0.0004917057011982091	0.0003881887114722704	0.0	2.5879247431484692e-05	0.0	0.012163246292797806	0.014984084262829636	0.00041406795890375507	0.0
bin.166	0.0002735903258460781	0.0007386938797844108	8.207709775382342e-05	0.01299554047768871	0.0	2.735903258460781e-05	0.0030642116494760743	0.00024623129326147025	0.0003830264561845093	0.01373423435747312	2.735903258460781e-05	0.0	0.0	0.0	0.0005745396842767639	2.735903258460781e-05
bin.167	0.0	0.0001257071024512885	0.0021370207416719043	0.14368321810182275	0.0	0.0	0.2654934003771213	0.000251414204902577	0.0	0.24927718416090508	0.0001257071024512885	0.0	0.0	0.000251414204902577	0.000754242614707731	0.0
bin.170	0.0	0.0	0.0	9.940926046965905e-06	0.0	0.0	2.4852315117414762e-05	2.485231511741476e-06	2.733754662915624e-05	5.964555628179543e-05	0.0	0.0002311265305919573	0.0	0.0	0.0	0.0
bin.175	7.72021925422682e-05	0.0	0.0	0.008801049949818575	0.0	0.0	0.002702076738979387	0.0	0.0	0.013587585887439203	0.0001544043850845364	0.0	0.0	0.0	0.000386010962711341	0.0
bin.181	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
bin.183	0.0	6.370136798687752e-05	0.0	0.002213622537543994	0.0	0.0	0.00039813354991798447	0.0	0.0	0.0010112592167916806	0.0	0.0	0.0	0.0	0.0	0.0
bin.19	0.0	3.622313450857281e-05	0.0	0.0	0.0	0.0	0.0	3.0185945423810673e-05	0.00016904129437333976	0.0	0.0	0.0	0.0	0.0	0.0	0.0
bin.191	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.2976853546495716e-06	0.0	0.0	0.0	0.001708201013708478	0.0008244213386623928	1.9786112127897428e-05	3.2976853546495716e-06
bin.195	0.0	0.031	0.0	0.0	0.0	0.0	0.0	0.028875	0.06625	0.000125	0.0	0.004125	0.0	0.0	0.0	0.00075
bin.197	0.004415011037527594	0.0	0.00014716703458425313	0.0004415011037527594	0.0	0.006769683590875644	0.004267844002943341	0.0	0.0	0.0004415011037527594	0.047093451066961	0.00029433406916850625	0.0	0.0	0.0026490066225165563	0.00029433406916850625
