	668	813	1596	627	767	703	624	701	673etoh	626	704	457	686	682	673ctrl	300
bin.10	0.0	0.0	0.0	1.0	0.0	1.0	41.0	1.0	0.0	0.0	0.0	1.0	13.0	26.0	0.0	0.0
bin.102	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
bin.104	0.0	3.0	0.0	1087.0	0.0	1.0	4810.0	1.0	0.0	23366.0	0.0	0.0	0.0	0.0	0.0	0.0
bin.105	2.0	0.0	0.0	87.0	0.0	0.0	125.0	5.0	0.0	100.0	3.0	0.0	0.0	0.0	158.0	1.0
bin.111	0.0	44.0	0.0	39.0	0.0	0.0	2.0	0.0	12.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0
bin.112	0.0	0.0	5.0	335.0	0.0	1.0	104.0	0.0	0.0	141.0	19.0	0.0	0.0	0.0	11.0	0.0
bin.117	1.0	0.0	2.0	1255.0	0.0	1.0	669.0	1611.0	9246.0	244.0	1.0	0.0	0.0	4.0	196.0	0.0
bin.135	0.0	2349.0	0.0	19.0	0.0	1.0	0.0	4368.0	9356.0	0.0	0.0	12.0	4.0	5.0	0.0	3.0
bin.15	323.0	95.0	8.0	27.0	0.0	30.0	39.0	2666.0	6657.0	171.0	125.0	17.0	0.0	0.0	2956.0	63.0
bin.158	0.0	0.0	0.0	29.0	0.0	0.0	17.0	0.0	14.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0
bin.160	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	196.0	0.0	0.0	0.0	0.0
bin.165	1.0	1898.0	0.0	8.0	0.0	0.0	0.0	19.0	15.0	0.0	1.0	0.0	470.0	579.0	16.0	0.0
bin.166	10.0	27.0	3.0	475.0	0.0	1.0	112.0	9.0	14.0	502.0	1.0	0.0	0.0	0.0	21.0	1.0
bin.167	0.0	1.0	17.0	1143.0	0.0	0.0	2112.0	2.0	0.0	1983.0	1.0	0.0	0.0	2.0	6.0	0.0
bin.170	0.0	0.0	0.0	4.0	0.0	0.0	10.0	1.0	11.0	24.0	0.0	93.0	0.0	0.0	0.0	0.0
bin.175	1.0	0.0	0.0	114.0	0.0	0.0	35.0	0.0	0.0	176.0	2.0	0.0	0.0	0.0	5.0	0.0
bin.181	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
bin.183	0.0	8.0	0.0	278.0	0.0	0.0	50.0	0.0	0.0	127.0	0.0	0.0	0.0	0.0	0.0	0.0
bin.19	0.0	6.0	0.0	0.0	0.0	0.0	0.0	5.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
bin.191	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	518.0	250.0	6.0	1.0
bin.195	0.0	248.0	0.0	0.0	0.0	0.0	0.0	231.0	530.0	1.0	0.0	33.0	0.0	0.0	0.0	6.0
bin.197	30.0	0.0	1.0	3.0	0.0	46.0	29.0	0.0	0.0	3.0	320.0	2.0	0.0	0.0	18.0	2.0
bin.200	0.0	12.0	0.0	63.0	0.0	1.0	66.0	5.0	4.0	588.0	3.0	95.0	0.0	0.0	7.0	8.0
bin.204	8.0	170.0	45.0	27.0	0.0	3.0	42.0	9.0	14.0	70.0	64.0	9.0	0.0	0.0	241.0	35.0
bin.206	3.0	0.0	0.0	169.0	0.0	6.0	2.0	0.0	0.0	5.0	33.0	1.0	1.0	0.0	147.0	1.0
bin.21	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
bin.22	0.0	0.0	0.0	95.0	2.0	0.0	27.0	1.0	0.0	64.0	0.0	0.0	0.0	0.0	0.0	1.0
bin.222	2.0	15.0	1.0	50.0	0.0	0.0	54.0	19.0	29.0	63.0	3.0	55.0	0.0	0.0	8.0	14.0
bin.226	1.0	17322.0	1.0	31.0	1.0	0.0	6.0	1019.0	2142.0	9.0	1.0	2.0	127.0	181.0	5.0	0.0
bin.229	0.0	31.0	0.0	165.0	0.0	0.0	57.0	0.0	0.0	91.0	0.0	3.0	0.0	0.0	2.0	0.0
bin.23	0.0	0.0	0.0	6.0	0.0	0.0	4.0	48.0	90.0	105.0	0.0	0.0	0.0	0.0	0.0	9.0
bin.241	2.0	3273.0	165.0	0.0	0.0	0.0	5.0	1723.0	2922.0	12.0	1.0	0.0	0.0	0.0	0.0	38.0
bin.244	108.0	0.0	15.0	0.0	0.0	1.0	0.0	7.0	20.0	0.0	184.0	0.0	1223.0	1171.0	232.0	0.0
bin.246	0.0	0.0	0.0	451.0	0.0	0.0	209.0	0.0	3.0	307.0	0.0	15.0	0.0	0.0	0.0	0.0
bin.251	0.0	42.0	0.0	6.0	3.0	0.0	29.0	9.0	38.0	21.0	0.0	1955.0	32.0	137.0	1.0	10.0
bin.256	0.0	0.0	11.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	0.0	45.0	97.0	0.0	0.0
bin.258	0.0	0.0	0.0	6.0	0.0	0.0	1.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0
